fecha,titulo,presidente,año,id
2020-11-22,"Mensaje de Alberto Fernández al participar esta mañana mediante videoconferencia de la segunda sesión plenaria de la cumbre de Líderes del G20, que lleva el nombre “Construyendo un futuro inclusivo, sostenible y resiliente”",alberto_fernandez,2020,56
2020-11-21,"Mensaje del Presidente de la Nación, Alberto Fernández, en el evento paralelo de Líderes: “Preparación y respuesta a las pandemias, de la Cumbre del G20 (Videoconferencia)",alberto_fernandez,2020,57
2020-11-20,"Palabras del Presidente de la Nación, Alberto Fernández, por el acto del Día de la Soberanía, en el Monumento a la Batalla de Vuelta de Obligado, San Pedro ",alberto_fernandez,2020,58
2020-11-19,"Palabras del Presidente de la Nación, Alberto Fernández, en el acto de toma de juramento al nuevo ministro de Desarrollo Territorial y Hábitat, Jorge Ferraresi, en el Museo Casa Rosada",alberto_fernandez,2020,59
2020-11-18,"Palabras del Presidente de la Nación, Alberto Fernández en el acto de lanzamiento del Plan de Reactivación e Inclusión Financiera para Pymes, desde Olivos, por videoconferencia. ",alberto_fernandez,2020,60
2020-11-18,"Palabras del Presidente de la Nación, Alberto Fernández, por el Día de la Militancia, transmitido en las afueras del Congreso de la Nación, desde Olivos, por videoconferencia. ",alberto_fernandez,2020,61
2020-11-18,"Palabras del Presidente de la Nación, Alberto Fernández anunciando el envío, al Congreso de la Nación, de dos proyectos de ley para que las mujeres accedan al derecho a la salud integral, desde Olivos (videoconferencia)",alberto_fernandez,2020,62
2020-11-17,"Palabras del Presidente de la Nación, Alberto Fernández, a los participantes del acto por el Día de la Militancia, desde el Instituto Juan Domingo Perón, en CABA, desde Olivos y por videoconferencia.",alberto_fernandez,2020,63
2020-11-16,"Palabras del Presidente de la Nación, Alberto Fernández, por anuncio de inversiones de Consorcio de Exportadores de Carnes Argentinas, desde video conferencia en la Quinta Presidencia de Olivos",alberto_fernandez,2020,64
2020-11-13,"Palabras del Presidente de la Nación, Alberto Fernández en el anuncio de obras de infraestructura ferroviaria, para Merlo, Morón y Moreno, desde Olivos (por videoconferencia).   ",alberto_fernandez,2020,65
2020-11-11,"Palabras del Presidente de la Nación, Alberto Fernández, por la firma de contratos para obras hídricas y de transporte de electricidad de la Provincia de Buenos Aires",alberto_fernandez,2020,66
2020-11-11,"Palabras del Presidente de la Nación, Alberto Fernández, en el acto de homenaje a César Cigliutti, quien fuera presidente de la Comunidad Homosexual Argentina (CHA) y pionero en la lucha contra las discriminaciones",alberto_fernandez,2020,67
2020-11-09,"Palabras del Presidente de la Nación, Alberto Fernández, por la despedida del expresidente boliviano Evo Morales, en el Puente Paso Internacional La Quiaca, provincia de Jujuy",alberto_fernandez,2020,68
2020-11-06,"Anuncio del Presidente de la Nación, Alberto Fernández, para la extensión de medidas sociales, preventivas y obligatorias, debido al nuevo coronavirus, COVID-19, desde Olivos. ",alberto_fernandez,2020,69
2020-11-04,"Palabras del Presidente de la Nación, Alberto Fernández, por el anuncio de la construcción de 300 Centros de Desarrollo Infantil de la Red de Infraestructura del Cuidado, en el Museo de Casa Rosada",alberto_fernandez,2020,70
2020-11-03,"Palabras del Presidente de la Nación, Alberto Fernández, por el acto de inauguración de las obras de ampliación del edificio del Departamento Judicial Avellaneda/Lanús, en Avellaneda, Provincia de Buenos Aires ",alberto_fernandez,2020,71
2020-10-30,"Palabras del Presidente de la Nación, Alberto Fernández, por la entrega de móviles policiales, en Lomas de Zamora, Provincia de Buenos Aires",alberto_fernandez,2020,72
2020-10-29,"Palabras del Presidente de la Nación, Alberto Fernández, en el anuncio de la incorporación de un millón de niños, niñas y adolescentes – fuera del sistema de Seguridad Social – a la Asignación Universal por Hijo (AUH), desde Olivos",alberto_fernandez,2020,73
2020-10-28,"Palabras del Presidente de la Nación, Alberto Fernández, en el acto de entrega de reconocimientos a oficiales superiores, promovidos, este año, en las Fuerzas Federales, desde Olivos.",alberto_fernandez,2020,74
2020-10-28,"Palabras del Presidente de la Nación, Alberto Fernández, por el anuncio de inversiones de la Compañía de Cervecerías Unidas (CCU), en Lujan, Provincia de Buenos Aires",alberto_fernandez,2020,75
2020-10-27,"Palabras del Presidente de la Nación, Alberto Fernández, en el acto de homenaje al ex presidente Néstor Kirchner, a los 10 años de su fallecimiento, desde el Centro Cultural Kirchner, en CABA.",alberto_fernandez,2020,76
2020-10-26,"Palabras del Presidente de la Nación, Alberto Fernández, en el acto de entrega de viviendas Procrear, en Buenos Aires y Río Negro y anuncios de obras, en Formosa y La Rioja, desde Ezeiza. ",alberto_fernandez,2020,77
2020-10-25,"Palabras del Presidente Alberto Fernández, junto al Presidente de Credicop, Carlos Heller, en el encuentro ""Credicop y la comunidad""",alberto_fernandez,2020,78
2020-10-23,Palabras del presidente Alberto Fernández luego de su recorrida por Misiones,alberto_fernandez,2020,79
2020-10-22,"Palabras del Presidente de la Nación, Alberto Fernández, en el lanzamiento del Certificado de Pre-identificación para facilitar la emisión del DNI, en el Salón Pueblos Originarios, Casa Rosada",alberto_fernandez,2020,80
2020-10-21,"Palabras del Presidente de la Nación, Alberto Fernández, por anuncios de obras de Acueducto Interprovincial, desde videoconferencia en la Residencia Presidencial de Olivos",alberto_fernandez,2020,81
2020-10-17,"Palabras del Presidente de la Nación, Alberto Fernández, por el Día de la Lealtad, desde el salón “Felipe Vallese”, de la CGT, en CABA ",alberto_fernandez,2020,82
2020-10-15,"Palabras del Presidente de la Nación, Alberto Fernández, por la presentación del Plan de Promoción de la Producción de Gas Argentino 2020-2023, en Yacimiento de Loma Campana, Vaca Muerta, Neuquén",alberto_fernandez,2020,83
2020-10-14,"Palabras del Presidente de la Nación, Alberto Fernández, por el homenaje al Premio Nobel de la Paz Adolfo Pérez Esquivel, en Casa Rosada",alberto_fernandez,2020,84
2020-10-14,"Palabras del Presidente de la Nación, Alberto Fernández, en la apertura del 56° Coloquio de IDEA, por videoconferencia, desde la Residencia Presidencial de Olivos",alberto_fernandez,2020,85
2020-10-13,"Palabras del Presidente de la Nación, Alberto Fernández, por el anuncio de inversiones en la Refinería Raízen, en Avellaneda, Provincia de Buenos Aires",alberto_fernandez,2020,86
2020-10-12,"Palabras del Presidente de la Nación, Alberto Fernández, acerca de la nueva fase del aislamiento social, preventivo y obligatorio, por el nuevo coronavirus, COVID-19, desde Casa Rosada.",alberto_fernandez,2020,87
2020-10-09,"Palabras del Presidente de la Nación, Alberto Fernández, por la entrega de viviendas Procrear para familias de las provincias de Tucumán, Santa Fe y Buenos Aires, en el Predio Procrear, partido de Ezeiza, Provincia de Buenos Aires",alberto_fernandez,2020,88
2020-10-08,"Palabras del Presidente de la Nación, Alberto Fernández, en la presentación del libro: “Néstor, el hombre que cambió todo”, en Casa Patria Grande. ",alberto_fernandez,2020,89
2020-10-08,"Palabras del Presidente de la Nación, Alberto Fernández, en la Asociación de Cámaras Americanas de Comercio de América Latina y el Caribe (AACCLA), desde video conferencia en la Residencia Presidencial de Olivos",alberto_fernandez,2020,90
2020-10-07,"Palabras del Presidente de la Nación, Alberto Fernández, en el acto de presentación del FONDEF (Fondo Nacional de Defensa), desde los Astilleros Tandanor, dársena Sur Puerto Buenos Aires.",alberto_fernandez,2020,91
2020-10-06,"Palabras del Presidente de la Nación, Alberto Fernández, por firma de convenios y anuncios, en Parque Eólico Arauco SAPEM, departamento Arauco, provincia de La Rioja",alberto_fernandez,2020,92
2020-10-01,"Palabras del Presidente de la Nación, Alberto Fernández, durante la inauguración del encuentro virtual con autoridades de la Pastoral Social, representantes del agro, los trabajadores, los empresarios y los movimientos sociales, desde Olivos.",alberto_fernandez,2020,93
2020-09-29,"Palabras del Presidente de la Nación, Alberto Fernández, en el lanzamiento del Plan DetectAR federal, en la Ciudad de Rosario, provincia de Santa Fe",alberto_fernandez,2020,94
2020-09-28,"Palabras del Presidente de la Nación, Alberto Fernández, en la puesta en marcha del hospital municipal “Presidente Néstor Carlos Kirchner” y la inauguración del servicio de hemodinamia y cirugía cardiovascular para pacientes del PAMI, en Escobar",alberto_fernandez,2020,95
2020-09-25,"Palabras del Presidente de la Nación, Alberto Fernández, en la presentación del Programa Acompañar, en la Residencia Presidencial de Olivos",alberto_fernandez,2020,96
2020-09-24,"Palabras del Presidente de la Nación, Alberto Fernández, en el acto de entrega de viviendas para familias de las provincias de Misiones, Mendoza, La Rioja, Santiago del Estero y Buenos Aires, en el Predio Procrear de San Antonio de Areco",alberto_fernandez,2020,97
2020-09-23,"Palabras del Presidente de la Nación, Alberto Fernández, con motivo de su visita a la provincia, de Entre Ríos, desde el Centro Provincial de Convenciones.",alberto_fernandez,2020,98
2020-09-22,"Palabras del Presidente de la Nación, Alberto Fernández, en el acto de anuncio de una línea de financiamiento productivo para empresas y un plan para favorecer la compra de electrodomésticos, en el Complejo Industrial Visuar, Cañuelas, Provincia de Buenos",alberto_fernandez,2020,99
2020-09-22,"Palabras del Presidente de la Nación, Alberto Fernández, en el 75 período de sesiones, de la Asamblea General de Naciones Unidas, a través de videoconferencia. ",alberto_fernandez,2020,100
2020-09-21,"Palabras del Presidente de la Nación, Alberto Fernández, en la presentación del Plan de Políticas Ambientales, desde la Residencia Presidencial de Olivos",alberto_fernandez,2020,101
2020-09-18,"Palabras del Presidente de la Nación, Alberto Fernández, en el acto de presentación de las obras de refuncionalización del Complejo Médico de la Policía Federal Argentina Churruca Visca, en Ciudad de Buenos Aires",alberto_fernandez,2020,102
2020-09-17,"Palabras del Presidente de la Nación, Alberto Fernández, por el anuncio de inversiones en la industria textil para la provincia de Chaco, desde videoconferencia en la Residencia Presidencial de Olivos",alberto_fernandez,2020,103
2020-09-16,"Palabras del Presidente de la Nación, Alberto Fernández, en el acto de presentación del Plan Nacional de Conectividad “Conectar”, en la sede central de ARSAT, Tigre, Provincia de Buenos Aires ",alberto_fernandez,2020,104
2020-09-14,"Palabras del Presidente de la Nación, Alberto Fernández, en la presentación del nuevo Programa de Precios Cuidados para la Construcción, en San Fernando, Provincia de Buenos Aires ",alberto_fernandez,2020,105
2020-09-11,"Palabras del Presidente de la Nación, Alberto Fernández, en el anuncio de obras públicas para las provincias de Chubut, Buenos Aires, Santa Fe, Tucumán y Tierra del Fuego, desde videoconferencia, en la residencia de Olivos ",alberto_fernandez,2020,106
2020-09-09,"Palabras del Presidente de la Nación, Alberto Fernández, en el relanzamiento del Plan Ahora 12 y acompaña el anuncio del plan de inversiones 2020 de la Cervecería Quilmes, en Quilmes, Provincia de Buenos Aires",alberto_fernandez,2020,107
2020-09-08,"Palabras del Presidente de la Nación, Alberto Fernández, en el lanzamiento de la nueva producción de motocicletas Royal Enfield en Argentina, en Campana, Provincia de Buenos Aires",alberto_fernandez,2020,108
2020-09-04,"Palabras del Presidente de la Nación, Alberto Fernández, por el anuncio de la puesta en marcha del Programa de Fortalecimiento de Seguridad PBA, desde la residencia de Olivos",alberto_fernandez,2020,109
2020-09-03,"Palabras del Presidente de la Nación, Alberto Fernández, en el lanzamiento del nuevo Peugeot 208 y la nueva plataforma global multienergética, en El Palomar, la Provincia de Buenos Aires",alberto_fernandez,2020,110
2020-09-02,"Palabras del Presidente de la Nación, Alberto Fernández, por el acto del Día de la Industria, desde videoconferencia en la residencia de Olivos",alberto_fernandez,2020,111
2020-09-01,"Palabras del Presidente de la Nación, Alberto Fernández, por la firma de convenios con el Gobernador de Chaco, Jorge Capitanich, desde videoconferencia en la residencia de Olivos",alberto_fernandez,2020,112
2020-08-31,"Palabras del Presidente de la Nación, Alberto Fernández, en la presentación de los resultados de la reestructuración de la deuda, desde el Museo del Bicentenario, de Casa Rosada. ",alberto_fernandez,2020,113
2020-08-30,"Palabras del Presidente de la Nación, Alberto Fernández, por el lanzamiento y puesta en órbita del Satélite Saocom 1B, desde videoconferencia en la residencia de Olivos",alberto_fernandez,2020,114
2020-08-28,"Anuncio del Presidente de la Nación, Alberto Fernández, acerca de la extensión del aislamiento social, preventivo y obligatorio, por la pandemia del nuevo coronavirus, COVID-19, desde Olivos.",alberto_fernandez,2020,115
2020-08-28,"Palabras del Presidente de la Nación, Alberto Fernández, durante la firma del Acuerdo Federal de la Hidrovía Paraguay-Paraná, desde el Puerto General San Martín, provincia de Santa Fe",alberto_fernandez,2020,116
2020-08-27,"Palabras del Presidente de la Nación, Alberto Fernández- por vía telefónica - durante la transmisión por la celebración de los 100 años, desde el teatro Coliseo, en Buenos Aires. ",alberto_fernandez,2020,117
2020-08-26,"Palabras del Presidente de la Nación, Alberto Fernández, por la inauguración de la línea de fabricación de lavarropas en la planta Newsan en Avellaneda, desde videoconferencia en la residencia de Olivos",alberto_fernandez,2020,118
2020-08-25,"Palabras del Presidente de la Nación, Alberto Fernández – por videoconferencia -  en el acto que declara patrimonio cultural, de la Ciudad de Córdoba, las actas de sentencia y el registro fílmico del juicio “La Perla”.",alberto_fernandez,2020,119
2020-08-25,"Palabras del Presidente de la Nación, Alberto Fernández, sobre el anuncio de obras públicas en las provincias de Mendoza, Catamarca, La Rioja, Santiago del Estero y San Luis, desde videoconferencia en la residencia de Olivos",alberto_fernandez,2020,120
2020-08-25,"Palabras del Presidente de la Nación, Alberto Fernández, durante la inauguración de estación “Villa Rosa” y anuncio de obras públicas y convenios para Pilar y Tres de Febrero, provincia de Buenos Aires. ",alberto_fernandez,2020,121
2020-08-21,"Palabras del Presidente de la Nación, Alberto Fernández - por videoconferencia - en el acto de anuncio de obras de infraestructura ferroviaria, para San Fernando, Escobar y Malvinas Argentinas, desde Olivos",alberto_fernandez,2020,122
2020-08-19,"Palabras del Presidente de la Nación, Alberto Fernández, por obras públicas en Chaco, Misiones, Córdoba, La Pampa y Salta, desde videoconferencia en la residencia de Olivos",alberto_fernandez,2020,123
2020-08-17,"Palabras del Presidente de la Nación, Alberto Fernández, durante la ceremonia por el 170 aniversario del paso a la inmortalidad del General José de San Martín, realizada en el Regimiento de  Granaderos a Caballo, CABA. ",alberto_fernandez,2020,124
2020-08-14,"Anuncio del Presidente de la Nación, Alberto Fernández; del Jefe de Gobierno de la Ciudad de Buenos Aires, Horacio Rodríguez Larreta y del Gobernador de la provincia de Buenos Aires, Axel Kicillof acerca de la pandemia del nuevo coronavirus COVID-19",alberto_fernandez,2020,125
2020-08-13,"Palabras del Presidente de la Nación, Alberto Fernández, en el encuentro Federal de ANSES y políticas de la Seguridad Social en el marco de la pandemia COVID-19, desde videoconferencia en la residencia de Olivos",alberto_fernandez,2020,126
2020-08-12,"Palabras del Presidente de la Nación, Alberto Fernández, por el 199 aniversario de la creación de la Universidad de Buenos Aires y la inauguración de operatoria dental de la Facultad de Odontología, desde videoconferencia en la residencia de Olivos",alberto_fernandez,2020,127
2020-08-12,"Anuncio del Presidente de la Nación, Alberto Fernández y del ministro de Salud de la Nación, Doctor Ginés González García, acerca de la producción, en nuestro país, de la vacuna de Oxford, contra el nuevo coronavirus, COVID-19, desde Olivos.",alberto_fernandez,2020,128
2020-08-10,"Palabras del Presidente de la Nación, Alberto Fernández, por el anuncio de políticas para el desarrollo de la Obra Pública con perspectiva de género, desde videoconferencia en la residencia de Olivos",alberto_fernandez,2020,129
2020-08-07,"Palabras del Presidente de la Nación, Alberto Fernández, por la inauguración de las obras de ampliación de las cárceles bonaerenses de Florencio Varela, San Martín y Magdalena, desde videoconferencia en la residencia de Olivos",alberto_fernandez,2020,130
2020-08-06,"Palabras del Presidente de la Nación, Alberto Fernández, por el anuncio de ejecución de obras para cinco provincias con una inversión de más de 22.000 millones de pesos, desde videoconferencia en la residencia de Olivos",alberto_fernandez,2020,131
2020-08-05,"Palabras del Presidente de la Nación, Alberto Fernández, por el lanzamiento del Hospital del Bicentenario en Ituzaingó, Provincia de Buenos Aires, desde videoconferencia en la residencia de Olivos",alberto_fernandez,2020,132
2020-08-04,"Palabras del Presidente de la Nación, Alberto Fernández, por el relanzamiento del plan ProCreAr, desde la residencia de Olivos",alberto_fernandez,2020,133
2020-08-03,"Anuncio del Presidente de la Nación, Alberto Fernández; del Jefe de Gobierno de la Ciudad de Buenos Aires, Horacio Rodríguez Larreta y del Gobernador de la provincia de Buenos Aires, Axel Kicillof ",alberto_fernandez,2020,134
2020-07-29,"Palabras al Presidente de la Nación, Alberto Fernández, durante la presentación del proyecto de ley de Organización y Competencia de la Justicia Federal y creación del Consejo Consultivo, desde la Casa Rosada",alberto_fernandez,2020,135
2020-07-28,"Palabras del Presidente de la Nación, Alberto Fernández, a través de videoconferencia en el acto de apertura del Hospital General de Agudos Doctor René Favaloro, en La Matanza, Provincia de Buenos Aires ",alberto_fernandez,2020,136
2020-07-27,"Palabras del Presidente de la Nación, Alberto Fernández, por la apertura del Plenario Nacional de la CTA ",alberto_fernandez,2020,137
2020-07-24,"Palabras del Presidente de la Nación, Alberto Fernández, en la presentación de la nueva etapa del Programa de Asistencia de Emergencia al Trabajo y la Producción, desde la Residencia de Olivos",alberto_fernandez,2020,138
2020-07-22,"Palabras del Presidente de la Nación, Alberto Fernández, por el encuentro de Camaradería de las Fuerzas Armadas, en el Edificio Libertador, sede del Ministerio de Defensa",alberto_fernandez,2020,139
2020-07-18,"Anuncio del Presidente de la Nación, Alberto Fernández; del Jefe de Gobierno de la Ciudad de Buenos Aires, Horacio Rodríguez Larreta y del Gobernador de la provincia de Buenos Aires, Axel Kicillof acerca de la pandemia del nuevo coronavirus COVID-19",alberto_fernandez,2020,140
